dx_id	name	created_by	created
project-G1kQy2Q4fP7xy3qjJfX4Z0Pj	003_210407_A01295_0010_AHWL5GDRXX_TSO500	user-toutoua	2021-04-11
project-G2q1P7841zbkyYG6GV95v4gk	003_210528_A01295_0012_AH3FNNDRXY_TSO500	user-toutoua	2021-06-01
project-G12z5784yyf90gXZPQ7Vf9Y6	003_210308_vcf2xls_panel_ops	user-ykim	2021-03-08
project-G27J46Q4JPFF0zXqKVY7z3kb	003_210502_vcf2xls_v1.4.1	user-ykim	2021-05-02
project-FyXXbvQ4vQpqBK23B2vPjfVV	003_201106_Aisha_SexCheck	user-garnerm	2020-11-06
project-G0VppjQ4qpQy6y7vBB74g1bK	003_210210_dias_batch_running_1.5.2	user-ykim	2021-02-10
project-G19Vjfj4Pv4V7xq38BJ6v0vJ	003_210318_dias_batch_running_v1.5.3	user-sophier	2021-03-18
project-G1VJy304xppfbg9P9Jy5yGgV	003_210330_dias_batch_running_1.5.5	user-ykim	2021-03-30
project-G19YpvQ48B77BP8Y9jB8F1qf	003_210315_A01295_0009_BH3TJFDRXY_WES	user-sophier	2021-03-18
project-FxByJZQ4KqkP7Z39JqbbZXb6	003_200907_100k_JSONs	user-jethror1	2020-09-07
project-G1f8y5Q4GYZvY1y44Y30P84J	003_210406_VEP	user-jwahn	2021-04-06
project-G24XQzj4K95fG9Xj4fxBv5xQ	003_210420_M03595_0323_000000000-JKFBK	user-toutoua	2021-04-28
project-G29G0qj476XgXJzx3zJzKvXv	003_210505_FH-QC	user-garnerm	2021-05-05
project-Fv6xqV04P7xbqg3k08JY5JjZ	003_200713_M03595_0289_000000000-J57VT_FH-Validation-Run3	user-toutoua	2020-07-14
project-Fq37P984PFX505413bg4779f	003_210520_region_coverage	user-garnerm	2020-05-21
project-Fzp7bK04J7BvBjJb906zYxK0	003_210105_Cgppindel	user-ccharalambous	2021-01-05
project-FzyfvG840XgvqQzJB3GV96Vq	002_210112_Myeo_validation_BAMs	user-ccharalambous	2021-01-12
project-G0G2KVj4x19VQK4g78f6x0zK	003_210201_eggd_nirvana_GRCh38	user-garnerm	2021-02-01
project-G0K12y84Yk229JZx3b2jQxYb	003_210104_bedtools	user-garnerm	2021-02-04
project-G61q9984YjYk6G7XJ5V59ZZB	003_211104_uranus-v1.8-testing	user-jethror1	2021-11-04
project-G3X3fQj4ZFVQQz0VP1gPYg8g	003_210621_TS0500_Polishing	user-toutoua	2021-07-06
project-G2JBvZ84FY694Zb341ZgF281	003_210511_A01303_0007_AH5VMTDRXY_WES-validation2	user-sophier	2021-05-11
project-G2XY3kj4Xbk99FVZ48b1Y6Pp	003_210519_uranus_training	user-ccharalambous	2021-05-19
project-Fp2zPJQ4yYYVxyb04Pbzzvvx	003_191210_Myeloid	user-ykim	2020-04-02
project-Fp2zVpj4Y1fZZ3165Z91qkZ7	003_191216_Myeloid	user-ykim	2020-04-02
project-FpZpZY04QB5j1YgFGjyx3184	003_200429_SomaticReferenceData	user-jwahn	2020-04-29
project-G005ZY04jY1JG7zk291pPXvj	003_200114_novaseq_run_upload	user-jethror1	2021-01-14
project-G07zJYQ4G3YB808K1GFJ6FvQ	003_201223_K00178_0302_BHK5YLBBXY2_clinicalgenetics	user-jwahn	2021-01-26
project-Fyq45fj4k21YxkX6PJYG7PbZ	003_201119_vcf2xls-v1.3.1	user-ykim	2020-11-19
project-G2P3yP04k4KfyB4z2xX8zJ1y	003_210514_region_coverage_v1.0.5	user-ykim	2021-05-14
project-FqPbG004G56kZ01v2PkjFGYZ	003_200609_OpenCB_Upload	user-ykim	2020-06-09
project-Fp2BBgj4zYg5Y9G14YQPyzgp	003_200401_Hap.py	user-sophier	2020-04-01
project-Fpb77Bj4g7v4B8GPKPxjvVby	003_200430_DiasBatch	user-garnerm	2020-04-30
project-Fv3JJfQ45p2526483gfG93Gq	003_200703_M03595_0286_000000000-J57LL_FH-Validation-Run1	user-garnerm	2020-07-09
project-FvQgF704QvxQb0zGPY23XGp6	002_200729_FH_Validation_bams	user-toutoua	2020-07-29
project-G0pKvZj4yb26vXky7gKp1P24	003_210223_vcf2xls_v1.2.5	user-ykim	2021-02-23
project-FxGBBv841pxqF15gG79byFQz	003_200909_dias-1.3.2	user-ykim	2020-09-09
project-Fkp9vjj4YFK078JQ4pyb5Qy0	003_200317_Cancer	user-ykim	2020-03-20
project-Fq1Bz604bjg6FkBp83g527fF	003_200518_FH_FLEX_1-48	user-garnerm	2020-05-18
project-G2QVKzQ4PyFgQxBy5p66kgv0	003_210511_A01303_0007_AH5VMTDRXY_WES-validation2_analysis	user-garnerm	2021-05-16
project-G46YVfQ4zq2QxJg1BVF5PXv3	003_210804_A01303_0016_BHGKH2DRXY	user-toutoua	2021-08-06
project-G59Jp1Q4YXxg36gX4zY1bkqx	003_210928_CP0446_testing	user-ykim	2021-09-28
project-G2qb9204qf9Q3jV01x2Y7xjp	003_210602_old-sample-analysis	user-emee_genetics_ark	2021-06-02
project-G5KqjGj4PjqFF5V6J2ffBz2B	003_211006_dias_v1.8.0	user-ykim	2021-10-06
project-Fv3Jvx84QxQxxzb56vqvyPzZ	003_200706_M03595_0287_000000000-J5BRV_FH-Validation-Run2	user-garnerm	2020-07-09
project-G40xJfj48GZy4XZZ4J8PjjjZ	002_210727_M03595_0338_000000000-JPJYT_FH	user-toutoua	2021-07-28
project-G4xZPq84Gb44Qjy4KqYqf7Q3	003_210910_Myeloid_contamination_investigations	user-ccharalambous	2021-09-10
project-G3BxX6Q4y42fqBgK3x0jbGZP	003_210625_CP_Quality	user-toutoua	2021-06-25
project-G18GJX048P1V30JV4GjPvpJq	003_210316_generate_bed_v1.1.0	user-ykim	2021-03-16
project-G4J3QfQ4jJX8gz6X8G7q2ZJP	003_210812_A01295_0017_AH7J77DRXY_MYE	user-ccharalambous	2021-08-16
project-G0VBvz0410kFZVx6JypZQVZg	003_210209_ansible_dev	user-jethror1	2021-02-09
project-G17XZj84J4XfBzkGBf5qpfB0	003_210315_generate_g2t_v1.0.0	user-ykim	2021-03-15
project-G1j7Fq04YPkB7pb67Z1VYkPy	003_210409_HIV_genome	user-pyattc	2021-04-09
project-G28bgyQ41PG1xKy762jFQgvZ	003_210504_generate_bed_v1.1.2	user-ykim	2021-05-04
project-FpBvzfj4zY0X2f9z2Jy78pVy	003_200414_HGMD_Data_RELEASE_2020.1	user-jwahn	2020-04-14
project-G5PPFy04YV76XYXJ4xyqz9Vp	003_211007_DIAS-TSC	user-garnerm	2021-10-07
project-G2bp63j4GJF38pxx14X9x12x	003_210524_egg1_config_v1.0.1	user-ykim	2021-05-24
project-G5JGy8Q4zBZq8vJpKZK3Y1P4	003_211004_Dias-NEMO	user-garnerm	2021-10-04
project-G401YB04JxJf188pK4xPpfX8	003_210727_diasreport_v1.2.1_Aisha	user-aishadahir	2021-07-27
project-G40bp484xFP38BJ881358683	003_210728_dias_batch_running_v1.7.0	user-ykim	2021-07-28
project-Fvz0Y504xxyQ6PfPF3gP9Xy5	003_200814_NB501067_0089_AH7KFHAFX2_clinicalgenetics	user-garnerm	2020-08-20
project-FpbGyV84QyG3zBK6KgjVfXXJ	003_200430_Carmelina	user-jwahn	2020-04-30
project-G3pp6v84BVvBfjYGGJgyQ3qY	003_210708_A01303_0012_AHFTNHDRXY_TWE_troubleshooting	user-garnerm	2021-07-19
project-G34q1B04jXqk4K5g9ZjqG3Zg	003_210616_WES-troubleshooting	user-garnerm	2021-06-16
project-G2z73vj47Y4G0V5kJbkyYqPv	003_210607_updaterunfolders-v1.0.3	user-garnerm	2021-06-07
project-G41xVvQ4KB2V0Gb88k86Kqx4	003_210728_A01303_0015_BH33CYDRXY_MYE	user-ccharalambous	2021-07-30
project-G583Vf04vky283kvKyVZ0ppy	003_210926_nirvana-error	user-garnerm	2021-09-26
project-G5BggKQ4VQ3zq3yqPFFZz501	003_210930_uranus-v1.7-testing	user-jethror1	2021-09-30
project-G57Y7404P225G1041x9f2qkK	003_210925_TP53_variant	user-jwahn	2021-09-25
project-G4jG78049GbGkFQp4JQggF9b	003_210902_KASP-vcfs	user-garnerm	2021-09-02
project-G195PV8472G99K1V9FfB8ZYZ	003_210317_ansible_transfers	user-garnerm	2021-03-17
project-Fv6p8fQ43B0K267q3fZf3G13	003_200922_vcf_annotator-v1.0.0	user-ykim	2020-07-14
project-G5P1pJj47KzYQ4P810fJ93Y6	003_211004_A01303_0028_BHL7CCDRXY_TWE	user-toutoua	2021-10-06
project-G66KKZ04vf1pzZ0K4XVY328Q	003_211110_A01295_0033_AHLHC5DRXY_TSO500	user-toutoua	2021-11-11
project-G3Kv5fj47zVY68vq6YJYKjx7	003_210630_CP0437_Quality	user-ykim	2021-07-01
project-G6F1f584vB4bJPBq21XBB8JB	003_211117_A01303_0041_AHMYFHDRXY_TSO500	user-toutoua	2021-11-18
project-G49pV084GyyQppPb1j2395g0	003_210806_A01303_0017_AH3F7VDRXY_CEN	user-pyattc	2021-08-11
project-G4xfbXj45qPVGzXp1x9qY05B	003_210910_ticket_investigation	user-ykim	2021-09-10
project-G5Kqk8Q43Q0J8XP4J48ygPQ2	003_211006_vcf2xls_v1.5.2	user-ykim	2021-10-06
project-FqkY2y04J006k47f6J6GXxq4	003_210916_STP_Training	user-toutoua	2020-06-24
project-G6y6Jv84g0QZvZQ9P9BYgJPG	003_211217_megaqc_dev_data	user-jethror1	2021-12-17
project-G6F2k284Fgb5388bBq7fGZX7	003_211118_conductor_test	user-jethror1	2021-11-18
project-G6BJ9bj4ybfjPF7j6kK5PG9v	003_211117_code_school_dbsnp	user-ykim	2021-11-17
project-G54kkFQ43fyfZZGG2VbzQ9QV	003_210917_A01303_0023_BHKCMYDRXY_TSO500	user-jay_miles	2021-09-21
project-G6gg2Pj4yPzB22894kfXZbYK	003_211207_vcf_annotator_v1.0.0_v1.1.0	user-ykim	2021-12-07
project-G6kY1b84GFkqvFXY4GXB9vyb	003_211210_vcf2xls_v1.6.0	user-ykim	2021-12-10
project-G5f91PQ4f5QJGVkb7f5b616f	003_211015_A01303_0033_AHLGJVDRXY_TSO500	user-toutoua	2021-10-17
project-G6y5PXj4Kq43ZF2x5KKkp0zQ	003_211217_SNP_training	user-ccharalambous	2021-12-17
project-G03YG904Zfx78X6F4gZ53gYJ	002_190821_K00178_0211_AHCKCGBBXY_clinicalgenetics_proc	user-ykim	2021-01-19
project-Fxbf80848Fkbpq4f8442YGB5	003_200923_vcf2xls-v1.3.0	user-ykim	2020-09-23
project-FyQgzBQ4bZVzzxvjFV85ZZZ1	003_201103_dias_multi_reset-v1.0.0	user-ykim	2020-11-03
project-G6bZGpQ4fvvp497ZPQz6GybG	003_211204_popaf-check	user-garnerm	2021-12-04
project-G03Gbx84BxVQ34V7F8KBjqPK	003_210119_dias_batch_running_1.5.1	user-ykim	2021-01-19
project-FxVj84042V0Y6y2b62VZgvqq	003_200917_FH_Validation	user-toutoua	2020-09-17
project-G5K3B3j4P9J5J4GV9bfvGyxP	003_211004_A01295_0028_AHLF3HDRXY_TSO500	user-aishadahir	2021-10-05
project-G5697p84YV3xyf6j4byQG3zp	003_210920_VEP_TSO500	user-toutoua	2021-09-23
project-Fx4GpxQ456gBzQFb255gqbvP	003_200915_vcf2xls_v1.2.3	user-ykim	2020-08-28
project-Fz7kXF8418zJK0KbGq9qg3XK	002_171208_171211_NS500192	user-ykim	2020-12-08
project-G03BP684jkJ0vG8b6X5x6xbY	002_191015_K00178_0229_BHFGVGBBXY_clinicalgenetics_proc	user-ykim	2021-01-19
project-Fvz6q104F9xJJ9BF6y84pykJ	002_191002_K00178_0226_AHFG75BBXY_clinicalgenetics_proc	user-ykim	2020-08-20
project-FxjkjK04561gvQFv6fxZG1K3	003_200928_bam2fqs-v1.0.1	user-ykim	2020-09-28
project-Fpzv8yj4J0x6jvVB6bJy867X	003_200516_expected_depth	user-garnerm	2020-05-16
project-G3K48fQ4G95vQq2V2V1g81X3	002_171005_K00178	user-ykim	2021-06-30
project-G84J5Gj4XZqzQjZY84VBqj6X	002_220211_A01295_0054_AHYK2HDRXY_MYE	user-sophier	2022-02-13
project-G7vYpQ84GjpqFKVx0p1KV51B	002_220128_A01295_0050_BHLG2LDRXY_CEN	user-toutoua	2022-02-01
project-G834BGQ4YpF22yFvKK5xJj61	003_220211_dias_batch_running_v1.8.2	user-ykim	2022-02-11
project-G7kGP584V6PzpPgqJGpB37PK	002_220124_A01295_0048_AH52HGDMXY_TWE	user-ykim	2022-01-27
project-G7gvY884b0B3PbJ06QqVGq3K	003_220125_vcf2xls_v1.7.0	user-ykim	2022-01-25
project-G80Qv1Q408Q074k5Bb3V4Z5Q	002_220204_A01295_0052_AHYKHWDRXY_MYE	user-aishadahir	2022-02-07
project-Fyg6bz04zz1kK1zyFQjYKXfx	002_201029_K00178_0294_BHK737BBXY_clinicalgenetics	user-ykim	2020-11-13
project-FzkQ2604qjVV3zvP9yQy2vQ3	002_190925_K00178_0224_AHF2FNBBXY_clinicalgenetics_proc	user-ykim	2021-01-04
project-G2q35J84Q3v1485904v143Xv	002_210601_Old_Sample_Reanalysis	user-toutoua	2021-06-01
project-Fx7g1584Z61X4QBX051YQJb4	002_200810_K00178_0274_BHGW7MBBXY_clinicalgenetics	user-ykim	2020-09-02
project-G458J8j41xfYY1BX3bjgJVFz	002_210730_K00178_0338_AHLWGYBBXY_MYE	user-aishadahir	2021-08-04
project-G46Pfy04P48P793KGkJ270jF	002_210804_M03595_0340_000000000-JTGD4-FH	user-toutoua	2021-08-06
project-G3904084zqfz2yPk1p822y3k	002_210618_A01295_0013_AHCCL5DSX2_TWE	user-toutoua	2021-06-22
project-FzkY1j040PFB9K06KkBzp3v2	002_201223_K00178_0301_AHK5VKBBXY_clinicalgenetics_clinicalgenetics	user-aishadahir	2021-01-04
project-G493P7j423BQ56BB9vJF49k1	002_210806_A01303_0018_BHJ3CFDRXY_TWE	user-pyattc	2021-08-10
project-Fx96zj842gP2K91VFYb2f9F5	002_200827_K00178_0277_BHH7CTBBXY_clinicalgenetics	user-garnerm	2020-09-04
project-G3VKyBj46XbQ5GQV1304VYVK	002_210702_A01303_0011_BHFYVFDRXY_TWE	user-sophier	2021-07-05
project-G4KPf18494pVvV505vyP9zyZ	002_210813_K00178_0339_BHLV3FBBXY_MYE	user-aishadahir	2021-08-18
project-G48pY504VbGgkxP36Kb0Yx7J	002_210805_A01295_0016_BHHWWJDRXY_TWE	user-sophier	2021-08-09
project-G3K451Q4Bk6XYB165Z4b471Y	002_210625_K00178_0334_BHLFHJBBXY_MYE	user-sophier	2021-06-30
project-G20bZZ8433qGXgx925VGQX5G	002_210412_K00178_0323_BHLFFHBBXY_clinicalgenetics	user-ykim	2021-04-22
project-G4XBj3045vGk0b5V7FVYGgkV	002_210819_A01303_0019_AH7HVCDRXY_MYE	user-ccharalambous	2021-08-24
project-G4Jg0Bj4Kkq391PJ1zPFBjZQ	002_210625_K00178_0334_BHLFHJBBXY2_clinicalgenetics_TSOE	user-ykim	2021-08-17
project-G32q5g847BQ7B20v51Vz5jq8	002_210611_A01303_0009_AH3T7KDRXY_TWE	user-garnerm	2021-06-13
project-G3j1vzj4Ff05bkG6Gf41jj0v	002_210618_K00178_0333_AHLK7GBBXY2_clinicalgenetics_TSOE	user-toutoua	2021-07-15
project-G4zZpfj4Pv6vpFGVPK5qb0B4	002_210907_M03595_0345_000000000-JT9GK_FH	user-toutoua	2021-09-13
project-G50kXQj4xJfKJxvZBXxQ21vP	002_210915_b38-vcfs-rd-zetta-demo	user-garnerm	2021-09-15
project-G50B1Vj40KqBZKFk56xB0kgJ	002_210913_A01303_0021_AHGKJJDRXY_MYE	user-sophier	2021-09-14
project-G524vF84K5GZXZYk4bZpV7X7	002_210914_M03595_0347_000000000-JYFLF_FH	user-pyattc	2021-09-17
project-G48ZpjQ4kyvF68yGFpxkxqYb	002_210805_A01295_0015_AHJ3C7DRXY_TWE	user-sophier	2021-08-09
project-G4Vkv3Q4zFKqZVjJ6BbFx04q	002_210820_A01295_0019_AHHYVVDRXY_TWE	user-sophier	2021-08-23
project-G54xF184yK0xZVvq5K99G8Ff	002_210920_M03595_0349_000000000_JYDYJ_FH	user-ykim	2021-09-21
project-G4jYk2Q45xJpPq8v4V0qqPqG	002_210901_A01303_0020_AHJN5JDRXY_TWE	user-toutoua	2021-09-02
project-G2yGjf04z0q5ZpQb24f4kjXz	002_210604_A01303_0008_BH3Y7VDRXY_TWE	user-garnerm	2021-06-06
project-G3jZBg048YzYgXJQ9ff5q1FV	002_210709_K00178_0335_AHLKG2BBXY_clinicalgenetics_TSOE	user-ykim	2021-07-16
project-Fy9Bq3j4Fg865x2K2K7gVKqp	002_180131_K00178	user-ykim	2020-10-23
project-G4Vkp2j4Z8469514JYK8Q1Bg	002_210820_A01295_0018_BHKKHHDRXY_TWE	user-sophier	2021-08-23
project-G567qy84k3J736gX4zY1QFY1	002_210916_A01295_0026_AHGKMHDRXY_MYE	user-jethror1	2021-09-23
project-G4g2XvQ4P6ZQpXkqG3pp51j7	002_210826_A01295_0021_BHKGKGDRXY_MYE	user-aishadahir	2021-08-31
project-G4pzB0j4zqfFJ6vx4QYbQYj4	002_210903_A01295_0023_BHKGJ2DRXY_MYE	user-sophier	2021-09-06
project-G59YjF04Y2yzJFv894qZYPPZ	002_210923_A01303_0024_AHGKLWDRXY_MYE	user-jethror1	2021-09-28
project-FqJ1xy84y2kyXKY70kQKJJzZ	002_200605_CP	user-toutoua	2020-06-05
project-G5JKXGj4FP1VPKpKGYzp6FB5	002_211001_M03595_0352_000000000-K2FRN_FH	user-toutoua	2021-10-04
project-G5FVKqQ4kJf12b46K35b8Fq9	002_210930_M03595_0351_000000000_K2G53_CP	user-toutoua	2021-10-01
project-G5P1pY84Ypq0z4vy4p6bXzJj	002_211004_A01303_0027_AHL7C5DRXY_TWE	user-toutoua	2021-10-06
project-G4pqpK847YZgQ3gp4QZqYGGf	002_210903_A01295_0022_AHJNFJDRXY_TWE	user-toutoua	2021-09-06
project-G5Q6yBj4PZ5XvJJpF5JfpPk5	002_211007_A01295_0029_BHLFFKDRXY_MYE	user-aishadahir	2021-10-08
project-G5K5Q384zk9vZZqJPQ7BxgVY	002_210922_M03595_0350_000000000_K2GK2_CP	user-garnerm	2021-10-05
project-G4Yfj0Q4vFGgpQP2B9Q2xYkx	002_210823_M03595_0343_000000000-JT9GM_FH	user-sophier	2021-08-26
project-G5K2Pjj46x186F2fJf9pKFgX	002_210930_A01295_0027_AHJLCJDRXY_MYE-MISNAMED-SAMPLES-DO-NOT-USE	user-jethror1	2021-10-05
project-G5ZjyXQ4586Fy6xZ077yPPXx	002_210930_A01295_0027_AHJLCJDRXY_MYE	user-jethror1	2021-10-15
project-G5Q34Q04vZY7P4B3BF2K35Jf	002_211007_M03595_0353_000000000-K2FRB_CP	user-toutoua	2021-10-08
project-G50vpqj4g0Y79BQ94gQb6YpZ	002_210913_A01295_0024_AHL72CDRXY_TWE	user-pyattc	2021-09-15
project-G5fbY304PK5y49qv2vqBGj95	002_211014_A01295_0030_BHLCLJDRXY_MYE	user-sophier	2021-10-18
project-G5Zpqb844vj8k9ff3fZX7jgV	002_211014_M03595_0354_000000000-K2G6F_FH	user-toutoua	2021-10-15
project-G34zq204zF0F700YBf90QPGf	002_210609_K00178_0331_AHLK5LBBXY_clinicalgenetics_TSOE	user-toutoua	2021-06-16
project-Fy4j20j4B0YPXx0V553XFqvg	002_201016_750k_array_data_backup	user-sophier	2020-10-16
project-G3zpz0Q43K8g7KfzGY73gzyj	002_210723_A01303_0014_AHFW2TDRXY_TWE	user-sophier	2021-07-27
project-G5vpk5j426QbPZGY4p4kZg6x	002_211025_A01295_0032_AHLGF2DRXY_MYE	user-jethror1	2021-10-27
project-G5X3bGQ4XFG6xJf8FQXqXVGV	002_211008_A01303_0030_AHKTMYDRXY_TWE	user-pyattc	2021-10-11
project-G0pVyf044K0Jq7P057V3p5kp	002_210223_Genexus_backup	user-sophier	2021-02-23
project-G2bfPbj4Y0PY8pxx14X9vXjX	002_210518_K00178_0327_AHLFG5BBXY_clinicalgenetics	user-toutoua	2021-05-24
project-G634Ky04VG1FX36p8QQxXQyx	002_211103_M03595_0356_000000000-K2FPL_CP	user-garnerm	2021-11-06
project-G64QjF8466Q82vJ7P8kB1xjz	002_211105_A01303_0038_AHLCFLDRXY_MYE	user-aishadahir	2021-11-08
project-G60gxy0484fQ08B08fP9b5B1	002_211101_A01303_0036_BHLCM3DRXY_MYE	user-sophier	2021-11-02
project-G3gypB84pYjPzk8f86xgBx18	002_210708_A01303_0012_AHFTNHDRXY_TWE	user-ykim	2021-07-15
project-G50vqjj4042QvYYf4kbp8QvZ	002_210913_A01295_0025_BHL5L5DRXY_TWE	user-pyattc	2021-09-15
project-G67GvBj47bz7FGq7FZq69G33	002_211111_A01295_0034_BHLFW7DRXY_MYE	user-aishadahir	2021-11-12
project-G5ffz584gyp79YqJ8BbQjY1G	002_211015_A01303_0034_BHLWKTDRXY_TWE	user-aishadahir	2021-10-18
project-G6Jjypj4gz4611Qj0Y7gg811	002_211119_A01303_0042_AHMYM7DRXY_MYE	user-jethror1	2021-11-22
project-G6946J04y4FgXjP6Bx57yK36	002_211112_A01303_0040_BHLWHHDRXY_TWE	user-toutoua	2021-11-15
project-G0pQbyj41PXpKyGF8Kk6z77Y	002_210114_K00178_0303_AHK5YGBBXY_clinicalgenetics	user-toutoua	2021-02-23
project-G6XB1504Fv0p1Q44B0KYZjz6	002_211125_A01295_0037_AHMYNKDRXY_MYE	user-jethror1	2021-11-29
project-G4b2PJj4fyv532vYF3kVzx0f	002_210826_A01295_0020_AHKK3TDRXY_TWE	user-sophier	2021-08-28
project-G6bb21j4FJ6Vg25Z1Jk9qxkQ	002_211203_A01295_0038_AHTHVMDRXY_MYE	user-sophier	2021-12-04
project-G0pJggj45qJxX84V6g7gjzG1	002_210222_cluster_archive	user-sophier	2021-02-23
project-G6v7kk048vQvZkVb7PPy35jg	002_211210_A01303_0047_AHMYMKDRXY_MYE	user-ccharalambous	2021-12-14
project-G6941GQ4QVvgXjP6Bx57yJY9	002_211112_A01303_0039_AHLWLLDRXY_TWE	user-toutoua	2021-11-15
project-G7076bQ4QF3P359p6X8FY0k8	002_211217_A01303_0049_BHMYKHDRXY_MYE	user-pyattc	2021-12-20
project-G618GZQ4F21G2vg4FjKBGP2q	002_211101_A01303_0037_AH5257DMXY_TWE	user-sophier	2021-11-03
project-G6Y3XX84qZ9X4Z2KBf8pX4YX	002_210723_K00178_0337_BHLKFJBBXY_2_clinicalgenetics_TSOE	user-sophier	2021-11-30
project-G7622gj46936z5ZF24vvYXF4	002_211224_A01295_0043_AHV2T3DRXY_MYE	user-aishadahir	2021-12-29
project-G7K1pYj4f9X0qQz10vY9pgjP	002_220107_A01303_0052_AHV5VKDRXY_MYE	user-pyattc	2022-01-10
project-G7KbV904bPzz5y3yGjB8G7j9	002_220110_M03595_0363_000000000-K673F_SNP	user-pyattc	2022-01-11
project-G7KZpk04Vv0FZqgF7v8vxbqQ	002_220107_M03595_0362_000000000-K2GFP_SNP	user-pyattc	2022-01-11
project-G7Q08yj4j0kKGpYj4YpgQpYf	002_211215_A01295_0039_AHMYK7DRXY_CEN	user-ykim	2022-01-13
project-G72pFZ04p90bVB6FP1fYBGBg	002_211222_A01295_0042_AHV5W2DRXY_CEN	user-toutoua	2021-12-24
project-G7XZXV84V1Gkz6QvP41q0pqB	002_220114_A01295_0045_AHV3LVDRXY_CEN	user-sophier	2022-01-17
project-G7XZX5Q4qYVy0K572zgx7kkj	002_220114_A01295_0044_BHV5JFDRXY_MYE	user-sophier	2022-01-17
project-G7YxPgj4zGvQJZ6f4Q2f1P8x	002_220117_A01295_0046_BHV75KDRXY_MYE	user-sophier	2022-01-19
project-FvPFV6j4kKF59xG10z6P83Qg	002_170809_170811_NS500192	user-ykim	2020-07-27
project-Fx349YQ4jJVkGVgZ3f9gpVYx	002_141201_141204_NS500192	user-ykim	2020-08-26
project-G5fbQbQ4V0ZjP5pjJx92zv8Z	002_211014_A01295_0031_AHL3MFDRXY_TWE	user-aishadahir	2021-10-18
project-G7j18X848QGpbq411BkY2Byp	002_220121_A01295_0047_AHV3LWDRXY_MYE	user-aishadahir	2022-01-25
project-G6BQjgj4XzJvbF7FBGGz2QQx	002_211115_A01295_0035_AHMYGGDRXY_CEN	user-ykim	2021-11-17
project-G5JK24Q4XbxBgpxGPVjg7y3Q	002_210929_A01303_0026_AHKNTNDRXY_TWE	user-sophier	2021-10-04
project-G7v1K704QZ4GXXzfBBpBKQxz	002_220128_A01295_0049_AHV3VYDRXY_MYE	user-jethror1	2022-01-31
project-G7x81V84pVbQ74k5Bb3Qv6g8	002_220128_M03595_0366_000000000-K6YM9_SNP	user-kjwinfield	2022-02-02
project-Fv2p2K84Q23PVxvB6Qk01xZp	002_150325_150327_NS500192	user-garnerm	2020-07-08
project-G6k20KQ4793jp8xG4FxxJ451	002_211208_M03595_0359_000000000-K2GBP_CP	user-ykim	2021-12-09
project-G7vj1f84qypzVg4pPfG3gJ1Y	002_211221_M03595_0361_000000000-K67BF_CP	user-garnerm	2022-02-01
project-G7xGk60408y4p1747VvfKJgv	003_220202_eggd_vcf_handler_for_uranus_2.5.2_testing	user-jethror1	2022-02-02
project-G7gyq3Q4b6bzZvZFPX0PgqQp	003_220125_CodeSchool	user-toutoua	2022-01-25
project-G7bKJY84x5Vzq10qJ952bV6Z	003_220120_A01303_0056_BHWYVFDRXY_TSO500	user-spaul4	2022-01-21
project-G7Zf2pQ42Kb9KKzf4Pk1X8z1	003_220120_cellbase	user-aishadahir	2022-01-20
project-G62PfJ847xXYGQ1q81Py9Y2y	003_211027_M03595_0355_000000000-K2GCB_SNP	user-ccharalambous	2021-11-05
project-Fpj2YK842X8b74vp8qKZB035	003_200504_Jethro	user-jethror1	2020-05-04
project-G6fzBJ841ZGGyK5971y4kxq4	003_211130_M03595_0358_000000000-K2GD2_SNP	user-ccharalambous	2021-12-06
project-G6XG2QQ42XZX1KFzBB3yxfBJ	003_211129_211105_A01303_0038_AHLCFLDRXY_MYE	user-jethror1	2021-11-29
project-G6JbxqQ4x6Q13f4BF5zvxK6V	003_211118_M03595_0357_000000000-K2GCM_SNP	user-ccharalambous	2021-11-22
project-Fpvp9V04KB7xJYFqFJjXx7X9	003_200511_SNPGenotyping	user-ccharalambous	2020-05-11
project-G61z62j49B5BZbP2GpF0184y	003_211104_ngs-germlne-eqa-2021	user-garnerm	2021-11-04
project-G5v21VQ42yf86zjvGkPyKbj0	003_211026_Test_data_for_TelomereCat	user-jwahn	2021-10-26
project-Fv0vJb841q11Qz6F83fYGj48	003_200703_Laura_Wood_MSc_coverage_data	user-jethror1	2020-07-05
project-Fy7Jbfj40qQ80zf83PG9G2qK	003_201020_dx_monitoring_testing	user-jethror1	2020-10-20
project-G2zb2Y047g9KJQ990xFK59Vx	002_210604_K00178_0330_BHLK5HBBXY_MYE	user-ccharalambous	2021-06-08
project-Fx8GYPj4v4B2fQgg1Kq6bbx5	003_200404_WGS_Puberty_Data	user-jwahn	2020-09-03
project-G4XJ4Gj4Q0xZB93VGJ2K5Bjj	 003_210819_A01303_0019_AH7HVCDRXY_MYE	user-ccharalambous	2021-08-24
project-Fv2gqv04kxV0QZgY3gZ1VG0P	003_200708_Coverage_Reports_dev	user-jethror1	2020-07-08
project-G00jP9Q4Y6gZjb4XP5Z0668X	003_200115_ga_igv_dev_data	user-jethror1	2021-01-15
project-G3vZVg04GyvpbGP00GjX89X5	003_pon_removed_sentieon	user-ccharalambous	2021-07-22
project-G3jg1Gj40xP6QP5q34B1QzK5	003_210716_updaterunfolders	user-jay_miles	2021-07-16
